partner,week,no_of_total_reg,email_verified_users,mobile_verified_users,both_email_mobile_verified,no_of_full_reg,landed_on_pan,%landed on PAN/full_reg,kyc_initiated_pan,%_kyc_initiated,%kyc initiated old,kra_digilocker_adhaarxml,%kra_digilocker_adhaarxml/pan,bank,%bank/kra_digilocker_adhaarxml,other_details,%other_details/bank,nominee,%nominee/other_details,liveliness,%liveliness/nominee,signature,%signature/liveliness,aof,%aof/signature,demat,%demat/aof,ucc,%ucc/demat,b_mf_kyc_completed_users,%mf_kyc/kyc_initiation,%ucc/kyc_initiation,%b_mf_kyc_completion/full_signup,fti_on_any_day,%_fti_on_any_day/ucc,any_day_repeat,%any_day_repeat,same_week_reg_kyc,same_week_reg_ucc,% same_week_reg_ucc/full_signup,same_week_pan_ucc,%same_week_pan_ucc/pan,same_week_reg_fti,same_week_fti/ucc,referees_registered,%referees_registered/invested_referrers,referees_invested,%referees_invested/invested_referrers
Paisa Bazaar,2026-03-23,4543,720,681,666,4543,631,0.13889500330178298,564,0.8938193343898574,0.1241470394012767,455,0.8067375886524822,424,0.9318681318681319,414,0.9764150943396226,411,0.9927536231884058,349,0.8491484184914841,350,1.002865329512894,275,0.7857142857142857,274,0.9963636363636363,273,0.9963503649635036,64,0.11170212765957446,0.48404255319148937,0.01408760730794629,63,0.23076923076923078,38,0.6031746031746031,235,232,0.051067576491305305,253,0.44858156028368795,34,0.12454212454212454,2,0.03225806451612903,1,0.016129032258064516
Paisa Bazaar,2026-03-16,5257,909,876,853,5256,821,0.15620243531202435,744,0.9062119366626066,0.1415525114155251,599,0.8051075268817204,545,0.9098497495826378,524,0.9614678899082569,521,0.9942748091603053,435,0.8349328214971209,442,1.0160919540229885,367,0.830316742081448,366,0.997275204359673,366,1.0,74,0.09811827956989247,0.49193548387096775,0.014079147640791476,92,0.25136612021857924,52,0.5652173913043478,289,288,0.0547945205479452,322,0.4327956989247312,44,0.12021857923497267,1,0.01098901098901099,0,0.0
Paisa Bazaar,2026-03-09,6273,1035,984,974,6273,919,0.14650087677347362,858,0.9336235038084875,0.1367766618842659,691,0.8053613053613053,635,0.918958031837916,599,0.9433070866141732,594,0.991652754590985,507,0.8535353535353535,507,1.0,421,0.8303747534516766,421,1.0,422,1.002375296912114,68,0.0780885780885781,0.49184149184149184,0.01084010840108401,62,0.14691943127962084,30,0.4838709677419355,340,341,0.05435995536425953,386,0.44988344988344986,32,0.07582938388625593,2,0.03278688524590164,1,0.01639344262295082
Paisa Bazaar,2026-03-02,6479,1031,990,963,6479,919,0.1418428769871894,866,0.9423286180631121,0.13366260225343418,695,0.8025404157043879,639,0.9194244604316547,603,0.9436619718309859,592,0.9817578772802653,508,0.8581081081081081,504,0.9921259842519685,387,0.7678571428571429,385,0.9948320413436692,386,1.0025974025974025,52,0.05889145496535797,0.4457274826789838,0.008025929927457941,55,0.14248704663212436,24,0.43636363636363634,324,323,0.04985337243401759,362,0.418013856812933,28,0.07253886010362694,0,0.0,0,0.0
Paisa Bazaar,2026-02-23,5726,967,933,915,5726,881,0.1538595878449179,816,0.9262202043132803,0.14250785888927697,652,0.7990196078431373,609,0.9340490797546013,575,0.9441707717569786,568,0.9878260869565217,489,0.8609154929577465,473,0.967280163599182,368,0.7780126849894292,364,0.9891304347826086,362,0.9945054945054945,78,0.09436274509803921,0.44362745098039214,0.013622074746769124,84,0.23204419889502761,40,0.47619047619047616,298,291,0.050820817324484804,332,0.4068627450980392,43,0.11878453038674033,7,0.08433734939759036,5,0.060240963855421686
Paisa Bazaar,2026-02-16,6050,975,939,917,6050,875,0.1446280991735537,822,0.9394285714285714,0.13586776859504132,663,0.8065693430656934,614,0.9260935143288085,573,0.9332247557003257,570,0.9947643979057592,480,0.8421052631578947,465,0.96875,365,0.7849462365591398,292,0.8,293,1.0034246575342465,73,0.08759124087591241,0.3564476885644769,0.012066115702479339,77,0.2627986348122867,34,0.44155844155844154,296,225,0.0371900826446281,265,0.3223844282238443,35,0.11945392491467577,2,0.02631578947368421,1,0.013157894736842105
Paisa Bazaar,2026-02-09,6260,982,938,924,6260,868,0.13865814696485623,794,0.9147465437788018,0.1268370607028754,612,0.7707808564231738,561,0.9166666666666666,539,0.9607843137254902,531,0.9851576994434137,454,0.8549905838041432,457,1.0066079295154184,364,0.7964989059080962,190,0.521978021978022,183,0.9631578947368421,57,0.07052896725440806,0.2304785894206549,0.009105431309904153,61,0.3333333333333333,31,0.5081967213114754,289,123,0.01964856230031949,154,0.19395465994962216,24,0.13114754098360656,3,0.05,3,0.05
Paisa Bazaar,2026-02-02,8037,1294,1259,1235,8037,1173,0.14594998133631953,1074,0.9156010230179028,0.13363195222097798,873,0.8128491620111732,813,0.9312714776632303,774,0.9520295202952029,763,0.9857881136950905,652,0.854521625163827,642,0.9846625766871165,500,0.778816199376947,232,0.464,227,0.978448275862069,68,0.06238361266294227,0.21135940409683426,0.0084608684832649,70,0.30837004405286345,37,0.5285714285714286,407,150,0.01866368047779022,188,0.1750465549348231,21,0.09251101321585903,8,0.11594202898550725,3,0.043478260869565216
Paisa Bazaar,2026-01-26,7522,1325,1271,1252,7522,1191,0.1583355490561021,1105,0.927791771620487,0.1469024195692635,859,0.7773755656108597,782,0.910360884749709,745,0.9526854219948849,736,0.9879194630872483,650,0.8831521739130435,639,0.9830769230769231,508,0.7949921752738655,329,0.6476377952755905,326,0.9908814589665653,73,0.06515837104072399,0.29502262443438915,0.009704865727200213,76,0.2331288343558282,36,0.47368421052631576,423,263,0.03496410529114597,298,0.269683257918552,33,0.10122699386503067,1,0.013333333333333334,0,0.0
Paisa Bazaar,2026-01-19,7975,1342,1287,1266,7975,1192,0.14946708463949843,1102,0.924496644295302,0.13818181818181818,878,0.7967332123411979,796,0.9066059225512528,755,0.9484924623115578,743,0.9841059602649007,614,0.8263795423956931,618,1.006514657980456,483,0.7815533980582524,474,0.9813664596273292,475,1.0021097046413503,79,0.07078039927404718,0.43103448275862066,0.009905956112852665,82,0.1726315789473684,41,0.5,396,391,0.049028213166144204,432,0.39201451905626133,34,0.07157894736842105,1,0.012345679012345678,1,0.012345679012345678
Paisa Bazaar,2026-01-12,9949,1861,1773,1745,9949,1631,0.16393607397728416,1521,0.9325567136725935,0.15287968640064328,1275,0.8382642998027613,1090,0.8549019607843137,1063,0.9752293577981651,1053,0.9905926622765757,920,0.8736942070275404,903,0.9815217391304348,738,0.8172757475083057,729,0.9878048780487805,728,0.9986282578875172,167,0.1091387245233399,0.47863247863247865,0.0167856065936275,157,0.21565934065934067,92,0.5859872611464968,605,601,0.06040808121419238,658,0.43261012491781725,84,0.11538461538461539,7,0.04487179487179487,4,0.02564102564102564
Paisa Bazaar,2026-01-05,14089,2578,2458,2410,14089,2220,0.15756973525445384,2031,0.9148648648648648,0.14415501455035842,1703,0.8385032003938946,1363,0.8003523194362889,1339,0.9823917828319882,1323,0.988050784167289,1150,0.8692365835222978,1131,0.9834782608695652,949,0.8390804597701149,935,0.9852476290832455,928,0.9925133689839573,190,0.0930576070901034,0.4569177744953225,0.01348569806231812,199,0.21443965517241378,108,0.542713567839196,736,725,0.05145858471147704,837,0.4121122599704579,74,0.07974137931034483,13,0.06565656565656566,5,0.025252525252525252
Paisa Bazaar,2025-12-29,9379,1509,1394,1368,9379,1266,0.13498240750613072,1166,0.9210110584518167,0.12432029000959591,983,0.8430531732418525,794,0.8077314343845371,771,0.9710327455919395,766,0.993514915693904,671,0.8759791122715405,669,0.9970193740685543,547,0.8176382660687593,540,0.9872029250457038,534,0.9888888888888889,86,0.07289879931389365,0.45797598627787306,0.009169421047019939,81,0.15168539325842698,35,0.43209876543209874,420,413,0.04403454526068877,475,0.4073756432246998,36,0.06741573033707865,5,0.0625,3,0.0375
Paisa Bazaar,2025-12-22,7981,1443,1360,1327,7981,1225,0.15348953765192333,1135,0.926530612244898,0.14221275529382282,922,0.8123348017621146,742,0.8047722342733189,726,0.9784366576819407,725,0.9986225895316805,643,0.886896551724138,647,1.0062208398133747,539,0.8330757341576507,531,0.9851576994434137,529,0.9962335216572504,87,0.07577092511013216,0.466079295154185,0.010900889612830473,89,0.16824196597353497,43,0.48314606741573035,418,416,0.05212379401077559,470,0.41409691629955947,39,0.07372400756143667,6,0.06818181818181818,2,0.022727272727272728
Paisa Bazaar,2025-12-15,6917,1376,1303,1286,6917,1129,0.16322104958797165,1067,0.9450841452612931,0.15425762613849936,866,0.8116213683223993,700,0.8083140877598153,689,0.9842857142857143,687,0.9970972423802612,601,0.8748180494905385,592,0.9850249584026622,300,0.5067567567567568,293,0.9766666666666667,291,0.9931740614334471,85,0.07872539831302718,0.2727272727272727,0.012288564406534625,68,0.23367697594501718,36,0.5294117647058824,180,197,0.028480555153968485,245,0.2296157450796626,34,0.11683848797250859,3,0.04477611940298507,1,0.014925373134328358
Paisa Bazaar,2025-12-08,8105,1570,1466,1443,8105,1277,0.15755706354102406,1208,0.9459671104150352,0.14904380012338064,954,0.7897350993377483,737,0.7725366876310272,723,0.9810040705563093,717,0.991701244813278,604,0.8423988842398884,594,0.9834437086092715,243,0.4090909090909091,237,0.9753086419753086,231,0.9746835443037974,67,0.054635761589403975,0.1912251655629139,0.008266502159161011,65,0.2813852813852814,29,0.4461538461538462,131,142,0.017520049352251696,184,0.152317880794702,26,0.11255411255411256,0,0.0,0,0.0
Paisa Bazaar,2025-12-01,4135,922,866,857,4135,777,0.1879081015719468,727,0.9356499356499357,0.1758162031438936,569,0.782668500687758,443,0.7785588752196837,436,0.9841986455981941,433,0.9931192660550459,393,0.9076212471131639,381,0.9694656488549618,151,0.3963254593175853,147,0.9735099337748344,140,0.9523809523809523,36,0.048143053645116916,0.19257221458046767,0.008706166868198308,38,0.2714285714285714,23,0.6052631578947368,83,85,0.020556227327690448,110,0.15130674002751032,15,0.10714285714285714,0,0.0,0,0.0
Paisa Bazaar,2025-11-24,2475,599,577,570,2475,667,0.2694949494949495,593,0.889055472263868,0.23959595959595958,480,0.8094435075885329,376,0.7833333333333333,370,0.9840425531914894,333,0.9,293,0.8798798798798799,287,0.9795221843003413,149,0.519163763066202,146,0.9798657718120806,143,0.9794520547945206,172,0.28836424957841483,0.2411467116357504,0.0694949494949495,42,0.2937062937062937,17,0.40476190476190477,86,92,0.037171717171717175,113,0.1905564924114671,15,0.1048951048951049,1,0.024390243902439025,1,0.024390243902439025
Paisa Bazaar,2025-11-17,4149,636,613,604,4149,1418,0.3417691009881899,1094,0.771509167842031,0.26367799469751746,886,0.8098720292504571,674,0.7607223476297968,671,0.9955489614243324,559,0.8330849478390462,480,0.8586762075134168,479,0.9979166666666667,250,0.5219206680584552,242,0.968,241,0.9958677685950413,371,0.3382084095063985,0.2202925045703839,0.08941913714147988,79,0.3278008298755187,30,0.379746835443038,148,154,0.037117377681369,193,0.17641681901279707,22,0.0912863070539419,4,0.05128205128205128,1,0.01282051282051282
Paisa Bazaar,2025-11-10,3228,473,458,451,3228,867,0.26858736059479554,676,0.7797001153402537,0.2094175960346964,543,0.8032544378698225,428,0.7882136279926335,418,0.9766355140186916,364,0.8708133971291866,316,0.8681318681318682,314,0.9936708860759493,182,0.5796178343949044,178,0.978021978021978,177,0.9943820224719101,240,0.35355029585798814,0.2618343195266272,0.07434944237918216,62,0.3502824858757062,27,0.43548387096774194,110,114,0.03531598513011153,146,0.21597633136094674,22,0.12429378531073447,2,0.03278688524590164,0,0.0
Paisa Bazaar,2025-11-03,3074,477,462,452,3074,1102,0.3584905660377358,875,0.794010889292196,0.28464541314248537,656,0.7497142857142857,514,0.7835365853658537,500,0.9727626459143969,413,0.826,376,0.910411622276029,364,0.9680851063829787,190,0.521978021978022,187,0.9842105263157894,184,0.983957219251337,277,0.31542857142857145,0.2102857142857143,0.09011060507482108,67,0.3641304347826087,40,0.5970149253731343,112,121,0.039362394274560834,144,0.16457142857142856,29,0.15760869565217392,7,0.10606060606060606,4,0.06060606060606061
Paisa Bazaar,2025-10-27,3310,524,504,494,3310,1241,0.3749244712990937,936,0.7542304593070105,0.2827794561933535,719,0.7681623931623932,588,0.8178025034770514,580,0.9863945578231292,473,0.8155172413793104,405,0.8562367864693446,404,0.9975308641975309,218,0.5396039603960396,215,0.9862385321100917,215,1.0,302,0.32051282051282054,0.2297008547008547,0.09123867069486405,82,0.3813953488372093,51,0.6219512195121951,136,144,0.04350453172205438,166,0.17735042735042736,37,0.17209302325581396,4,0.04938271604938271,3,0.037037037037037035
Paisa Bazaar,2025-10-20,3336,507,486,477,3336,1232,0.36930455635491605,939,0.7621753246753247,0.2814748201438849,703,0.7486687965921193,573,0.8150782361308677,555,0.9685863874345549,478,0.8612612612612612,408,0.8535564853556485,416,1.0196078431372548,214,0.5144230769230769,210,0.9813084112149533,208,0.9904761904761905,323,0.34291799787007454,0.2215122470713525,0.09682254196642685,82,0.3942307692307692,43,0.524390243902439,135,139,0.041666666666666664,161,0.17145899893503727,41,0.1971153846153846,9,0.1111111111111111,3,0.037037037037037035
Paisa Bazaar,2025-10-13,5182,979,967,942,5182,1995,0.3849864917020455,1590,0.7969924812030075,0.30683133925125433,1314,0.8264150943396227,1076,0.8188736681887366,1054,0.9795539033457249,891,0.8453510436432637,785,0.8810325476992144,794,1.0114649681528662,511,0.6435768261964736,509,0.9960861056751468,498,0.9783889980353635,626,0.3918238993710692,0.3132075471698113,0.12080277884986491,224,0.4497991967871486,130,0.5803571428571429,312,327,0.063103049015824,401,0.2522012578616352,92,0.18473895582329317,15,0.06726457399103139,7,0.03139013452914798
Paisa Bazaar,2025-10-06,3449,496,478,469,3449,1415,0.41026384459263554,1089,0.7696113074204947,0.3157436938242969,745,0.6841138659320477,637,0.8550335570469799,622,0.9764521193092621,489,0.7861736334405145,416,0.8507157464212679,416,1.0,160,0.38461538461538464,156,0.975,156,1.0,316,0.2892561983471074,0.14325068870523416,0.0916207596404755,33,0.21153846153846154,14,0.42424242424242425,94,102,0.029573789504204116,124,0.11386593204775022,16,0.10256410256410256,1,0.03125,1,0.03125
Paisa Bazaar,2025-09-29,3843,539,527,520,3843,1437,0.3739266198282592,1175,0.8176757132915797,0.3057507155867812,886,0.7540425531914894,732,0.8261851015801355,712,0.9726775956284153,596,0.8370786516853933,497,0.8338926174496645,495,0.9959758551307847,160,0.32323232323232326,156,0.975,152,0.9743589743589743,336,0.2851063829787234,0.12936170212765957,0.08743169398907104,41,0.26973684210526316,20,0.4878048780487805,77,84,0.02185792349726776,114,0.09702127659574468,15,0.09868421052631579,0,0.0,0,0.0
Paisa Bazaar,2025-09-22,2952,348,336,331,2952,1095,0.3709349593495935,861,0.7863013698630137,0.2916666666666667,652,0.7572590011614402,533,0.8174846625766872,516,0.9681050656660413,417,0.8081395348837209,353,0.8465227817745803,359,1.0169971671388103,118,0.3286908077994429,119,1.0084745762711864,111,0.9327731092436975,202,0.23344947735191637,0.1289198606271777,0.06842818428184282,26,0.23423423423423423,10,0.38461538461538464,41,44,0.014905149051490514,75,0.08710801393728224,5,0.04504504504504504,1,0.04,0,0.0
Paisa Bazaar,2025-09-15,3874,403,380,371,3874,1235,0.3187919463087248,854,0.691497975708502,0.2204439855446567,656,0.7681498829039812,518,0.7896341463414634,502,0.9691119691119691,422,0.8406374501992032,369,0.8744075829383886,368,0.997289972899729,150,0.4076086956521739,154,1.0266666666666666,145,0.9415584415584416,245,0.2857142857142857,0.16978922716627634,0.06324212700051626,42,0.2896551724137931,19,0.4523809523809524,63,66,0.017036654620547237,105,0.12295081967213115,14,0.09655172413793103,2,0.04878048780487805,1,0.024390243902439025
Paisa Bazaar,2025-09-08,3217,392,380,377,3217,1056,0.32825613926018027,776,0.7348484848484849,0.24121852657755674,576,0.7422680412371134,458,0.7951388888888888,447,0.9759825327510917,377,0.843400447427293,320,0.8488063660477454,321,1.003125,131,0.40809968847352024,128,0.9770992366412213,125,0.9765625,243,0.3118556701030928,0.16108247422680413,0.0755362138638483,39,0.312,17,0.4358974358974359,59,66,0.020516008703761267,94,0.1211340206185567,12,0.096,0,0.0,0,0.0
Paisa Bazaar,2025-09-01,2758,346,337,330,2758,893,0.3237853517041334,649,0.7267637178051511,0.23531544597534446,493,0.7596302003081664,409,0.8296146044624746,396,0.9682151589242054,327,0.8257575757575758,288,0.8807339449541285,286,0.9930555555555556,107,0.3741258741258741,102,0.9532710280373832,100,0.9803921568627451,223,0.3420647149460709,0.15408320493066255,0.08085569253081944,32,0.32,15,0.46875,43,45,0.016316171138506162,76,0.11710323574730354,6,0.06,0,0.0,0,0.0
Paisa Bazaar,2025-08-25,2343,268,259,254,2343,699,0.29833546734955185,503,0.7195994277539342,0.21468203158344004,373,0.7415506958250497,312,0.8364611260053619,303,0.9711538461538461,258,0.8514851485148515,221,0.8565891472868217,227,1.0271493212669682,86,0.3788546255506608,86,1.0,86,1.0,175,0.34592445328031807,0.1709741550695825,0.07469056764831412,32,0.37209302325581395,8,0.25,43,44,0.018779342723004695,66,0.1312127236580517,11,0.12790697674418605,3,0.0967741935483871,3,0.0967741935483871
Paisa Bazaar,2025-08-18,2768,353,345,336,2768,881,0.31828034682080925,654,0.7423382519863791,0.23627167630057805,513,0.7844036697247706,425,0.8284600389863548,416,0.9788235294117648,354,0.8509615384615384,292,0.8248587570621468,292,1.0,128,0.4383561643835616,124,0.96875,122,0.9838709677419355,221,0.3363914373088685,0.18654434250764526,0.07984104046242775,21,0.1721311475409836,12,0.5714285714285714,59,60,0.02167630057803468,89,0.13608562691131498,4,0.03278688524590164,1,0.05,0,0.0
Paisa Bazaar,2025-08-11,2410,279,265,261,2410,784,0.3253112033195021,542,0.6913265306122449,0.22489626556016598,351,0.6476014760147601,306,0.8717948717948718,298,0.9738562091503268,258,0.8657718120805369,224,0.8682170542635659,227,1.0133928571428572,87,0.3832599118942731,84,0.9655172413793104,78,0.9285714285714286,164,0.3007380073800738,0.14391143911439114,0.06804979253112033,30,0.38461538461538464,13,0.43333333333333335,35,35,0.014522821576763486,56,0.1033210332103321,8,0.10256410256410256,0,0.0,0,0.0
Paisa Bazaar,2025-08-04,2333,308,299,295,2333,790,0.3386198028289756,532,0.6734177215189874,0.22803257608229746,418,0.7857142857142857,356,0.8516746411483254,349,0.9803370786516854,292,0.836676217765043,257,0.8801369863013698,254,0.9883268482490273,115,0.452755905511811,111,0.9652173913043478,110,0.990990990990991,195,0.36466165413533835,0.20676691729323307,0.08358336905272182,30,0.2727272727272727,17,0.5666666666666667,52,53,0.02271753107586798,85,0.15977443609022557,7,0.06363636363636363,0,0.0,0,0.0
Paisa Bazaar,2025-07-28,4173,447,434,428,4173,1445,0.3462736640306734,941,0.6512110726643598,0.22549724418883296,669,0.7109458023379384,573,0.8565022421524664,552,0.9633507853403142,467,0.8460144927536232,406,0.8693790149892934,403,0.9926108374384236,140,0.34739454094292804,142,1.0142857142857142,136,0.9577464788732394,282,0.29861849096705634,0.14452709883103082,0.06757728253055356,27,0.19852941176470587,13,0.48148148148148145,49,55,0.013179966450994488,94,0.09989373007438895,5,0.03676470588235294,8,0.3076923076923077,5,0.19230769230769232
Paisa Bazaar,2025-07-21,2409,272,268,263,2409,843,0.34993773349937735,516,0.6120996441281139,0.21419676214196762,407,0.7887596899224806,346,0.8501228501228502,329,0.9508670520231214,290,0.8814589665653495,262,0.903448275862069,260,0.9923664122137404,133,0.5115384615384615,137,1.0300751879699248,128,0.9343065693430657,158,0.30426356589147285,0.24806201550387597,0.0655873806558738,41,0.3203125,18,0.43902439024390244,43,42,0.017434620174346202,83,0.16085271317829458,8,0.0625,1,0.025,0,0.0
Paisa Bazaar,2025-07-14,2706,293,273,272,2706,924,0.34146341463414637,576,0.6233766233766234,0.21286031042128603,476,0.8263888888888888,399,0.8382352941176471,391,0.9799498746867168,339,0.8670076726342711,293,0.8643067846607669,296,1.0102389078498293,135,0.4560810810810811,135,1.0,128,0.9481481481481482,169,0.2916666666666667,0.2222222222222222,0.06245380635624538,42,0.328125,16,0.38095238095238093,62,52,0.019216555801921657,84,0.14583333333333334,10,0.078125,1,0.024390243902439025,0,0.0
Paisa Bazaar,2025-07-07,2358,272,264,261,2358,880,0.37319762510602206,583,0.6625,0.2472434266327396,458,0.7855917667238422,385,0.8406113537117904,377,0.9792207792207792,301,0.7984084880636605,263,0.8737541528239202,266,1.0114068441064639,140,0.5263157894736842,142,1.0142857142857142,136,0.9577464788732394,170,0.28987993138936535,0.2332761578044597,0.0720949957591179,36,0.2647058823529412,20,0.5555555555555556,64,56,0.02374893977947413,89,0.15265866209262435,12,0.08823529411764706,1,0.02857142857142857,0,0.0
Paisa Bazaar,2025-06-30,2563,296,287,283,2563,920,0.35895435037065937,581,0.6315217391304347,0.22668747561451424,481,0.8278829604130808,430,0.893970893970894,420,0.9767441860465116,373,0.888095238095238,324,0.868632707774799,323,0.9969135802469136,175,0.541795665634675,181,1.0342857142857143,174,0.9613259668508287,144,0.23924268502581755,0.29948364888123924,0.05618415918845104,58,0.3333333333333333,23,0.39655172413793105,64,56,0.02184939523995318,103,0.17728055077452667,13,0.07471264367816093,6,0.10526315789473684,4,0.07017543859649122
Paisa Bazaar,2025-06-23,2793,317,315,301,2793,1069,0.3827425707124955,671,0.627689429373246,0.24024346580737557,553,0.8241430700447094,465,0.840867992766727,460,0.989247311827957,429,0.9326086956521739,361,0.8414918414918415,373,1.0332409972299168,183,0.4906166219839142,196,1.0710382513661203,173,0.8826530612244898,82,0.11624441132637854,0.2578241430700447,0.029359112065878983,55,0.3179190751445087,25,0.45454545454545453,71,68,0.02434658073755818,117,0.17436661698956782,16,0.09248554913294797,2,0.037037037037037035,1,0.018518518518518517
Paisa Bazaar,2025-06-16,3545,412,392,389,3545,1360,0.383638928067701,876,0.6441176470588236,0.2471086036671368,642,0.7328767123287672,564,0.8785046728971962,556,0.9858156028368794,521,0.9370503597122302,445,0.8541266794625719,455,1.0224719101123596,217,0.47692307692307695,234,1.0783410138248848,205,0.8760683760683761,73,0.07191780821917808,0.23401826484018265,0.02059238363892807,63,0.3073170731707317,24,0.38095238095238093,97,85,0.023977433004231313,138,0.15753424657534246,20,0.0975609756097561,2,0.03225806451612903,1,0.016129032258064516
Paisa Bazaar,2025-06-09,3884,368,349,348,3884,1459,0.375643666323378,955,0.654557916381083,0.24588053553038106,571,0.5979057591623037,542,0.9492119089316988,533,0.9833948339483395,489,0.9174484052532833,405,0.8282208588957055,425,1.0493827160493827,179,0.4211764705882353,194,1.0837988826815643,170,0.8762886597938144,77,0.07539267015706806,0.17801047120418848,0.019824922760041195,33,0.19411764705882353,17,0.5151515151515151,53,49,0.012615859938208032,100,0.10471204188481675,7,0.041176470588235294,2,0.0625,1,0.03125
Paisa Bazaar,2025-06-02,3162,348,335,326,3162,1044,0.3301707779886148,688,0.6590038314176245,0.21758380771663505,475,0.690406976744186,431,0.9073684210526316,420,0.974477958236659,392,0.9333333333333333,345,0.8801020408163265,346,1.0028985507246377,181,0.523121387283237,191,1.0552486187845305,177,0.9267015706806283,90,0.12209302325581395,0.25726744186046513,0.028462998102466792,50,0.2824858757062147,24,0.48,62,57,0.018026565464895637,101,0.14680232558139536,8,0.04519774011299435,0,0.0,0,0.0
Paisa Bazaar,2025-05-26,2103,248,240,235,2103,721,0.34284355682358536,474,0.6574202496532594,0.2253922967189729,362,0.7637130801687764,304,0.8397790055248618,298,0.9802631578947368,280,0.9395973154362416,247,0.8821428571428571,244,0.9878542510121457,157,0.6434426229508197,161,1.0254777070063694,154,0.9565217391304348,49,0.09071729957805907,0.32489451476793246,0.02330004755111745,50,0.3246753246753247,22,0.44,66,54,0.025677603423680456,94,0.19831223628691982,7,0.045454545454545456,1,0.02040816326530612,1,0.02040816326530612
Paisa Bazaar,2025-05-19,1593,204,206,199,1593,624,0.391713747645951,391,0.6266025641025641,0.24544883866917766,300,0.7672634271099744,270,0.9,264,0.9777777777777777,245,0.928030303030303,214,0.8734693877551021,210,0.9813084112149533,121,0.5761904761904761,123,1.0165289256198347,115,0.9349593495934959,32,0.0792838874680307,0.29411764705882354,0.020087884494664157,34,0.2956521739130435,13,0.38235294117647056,53,51,0.032015065913371,76,0.19437340153452684,10,0.08695652173913043,0,0.0,0,0.0
Paisa Bazaar,2025-05-12,318,45,43,42,318,139,0.4371069182389937,92,0.6618705035971223,0.2893081761006289,81,0.8804347826086957,69,0.8518518518518519,69,1.0,64,0.927536231884058,50,0.78125,51,1.02,26,0.5098039215686274,28,1.0769230769230769,24,0.8571428571428571,13,0.08695652173913043,0.2608695652173913,0.040880503144654086,11,0.4583333333333333,2,0.18181818181818182,10,7,0.0220125786163522,18,0.1956521739130435,2,0.08333333333333333,2,0.2,1,0.1
Paisa Bazaar,2025-05-05,9,5,5,5,9,8,0.8888888888888888,5,0.625,0.5555555555555556,5,1.0,4,0.8,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,3,0.75,4,1.3333333333333333,2,0.2,0.8,0.2222222222222222,3,0.75,1,0.3333333333333333,1,1,0.1111111111111111,2,0.4,0,0.0,0,0.0,0,0.0
Paisa Bazaar,2025-04-28,5,1,1,1,5,4,0.8,4,1.0,0.8,4,1.0,3,0.75,3,1.0,3,1.0,3,1.0,3,1.0,1,0.3333333333333333,0,0.0,1,Infinity,2,0.25,0.25,0.4,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,NaN,0,NaN
Paisa Bazaar,2025-04-21,7,3,2,2,7,3,0.42857142857142855,3,1.0,0.42857142857142855,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,3,1.5,2,0.3333333333333333,1.0,0.2857142857142857,2,0.6666666666666666,0,0.0,0,0,0.0,2,0.6666666666666666,0,0.0,0,0.0,0,0.0
Paisa Bazaar,2025-04-14,4,3,1,1,4,0,0.0,1,Infinity,0.25,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,1,Infinity,1,0.0,1.0,0.25,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,NaN,0,NaN
Paisa Bazaar,2025-04-07,4,0,0,0,4,0,0.0,1,Infinity,0.25,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,1,Infinity,1,0.0,1.0,0.25,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,NaN,0,NaN
Paisa Bazaar,2025-03-31,4,3,3,3,4,1,0.25,2,2.0,0.5,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,1,0.5,0,0.0,1,Infinity,2,0.5,0.5,0.5,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,NaN,0,NaN
Paisa Bazaar,2025-03-17,4,0,0,0,4,0,0.0,1,Infinity,0.25,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,1,Infinity,1,0.0,1.0,0.25,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,NaN,0,NaN
Paisa Bazaar,2025-03-10,4,0,0,0,4,0,0.0,1,Infinity,0.25,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,1,Infinity,1,0.0,1.0,0.25,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,NaN,0,NaN
Paisa Bazaar,2025-03-03,3,1,1,1,3,1,0.3333333333333333,1,1.0,0.3333333333333333,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,0.0,1,Infinity,1,0.0,1.0,0.3333333333333333,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,NaN,0,NaN
